id_log,Nome do Navio,Data,Porto,Tipo de Custo,Valor (USD),Descrição,Tipo de Carga,Volume,Temperatura,Volume (m³),Tonelagem,Número de Contêineres,Tipo de Contêineres,Número de Veículos,Tipo de Veículos
1108,Navio D,2023-01-15,Roterdã,Taxas Portuárias,1053.08,Taxas portuárias em Roterdã,,,,,,,,,
1109,Navio D,2023-01-15,Singapura,Taxas Portuárias,2085.33,Taxas portuárias em Singapura,,,,,,,,,
1110,Navio D,2023-01-15,Xangai,Manuseio de Contêineres,47450.0,Manuseio de 949 contêineres (20'),,,,,,949.0,20',,
1111,Navio D,2023-01-15,Singapura,Manutenção,2754.72,Manutenção e reparos,,,,,,,,,
1112,Navio D,2023-01-15,Roterdã,Taxas Portuárias,4885.48,Taxas portuárias em Roterdã,,,,,,,,,
1113,Navio E,2023-01-15,Hamburgo,Combustível,9255.22,Combustível em Hamburgo,,,,,,,,,
1114,Navio E,2023-01-15,Los Angeles,Manutenção,1666.25,Manutenção e reparos,,,,,,,,,
1115,Navio E,2023-01-15,Los Angeles,Manutenção,919.77,Manutenção e reparos,,,,,,,,,
1116,Ro-Ro A,2023-01-15,Singapura,Manutenção,1200.22,Manutenção e reparos,,,,,,,,,
1117,Ro-Ro A,2023-01-15,Los Angeles,Seguros,1800.0,Seguro diário,,,,,,,,,
1118,Ro-Ro B,2023-01-15,Xangai,Manutenção,2911.05,Manutenção e reparos,,,,,,,,,
1119,Ro-Ro C,2023-01-15,Roterdã,Seguros,1800.0,Seguro diário,,,,,,,,,
1120,Ro-Ro C,2023-01-15,Los Angeles,Combustível,18722.23,Combustível em Los Angeles,,,,,,,,,
1121,Ro-Ro D,2023-01-15,Xangai,Manutenção,2508.17,Manutenção e reparos,,,,,,,,,
1122,Ro-Ro D,2023-01-15,Hamburgo,Manutenção,3194.13,Manutenção e reparos,,,,,,,,,
1123,Ro-Ro D,2023-01-15,Roterdã,Taxas Portuárias,2742.21,Taxas portuárias em Roterdã,,,,,,,,,
1124,Ro-Ro D,2023-01-15,Hamburgo,Combustível,21610.41,Combustível em Hamburgo,,,,,,,,,
1125,Ro-Ro E,2023-01-15,Singapura,Embarque e Desembarque,42120.0,Embarque e desembarque de 351 Outros,,,,,,,,351.0,Outros
1126,Carga Geral A,2023-01-16,Singapura,Manutenção,3811.88,Manutenção e reparos,,,,,,,,,
1127,Carga Geral B,2023-01-16,Roterdã,Seguros,1900.0,Seguro diário,,,,,,,,,
1128,Carga Geral C,2023-01-16,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
1129,Carga Geral D,2023-01-16,Los Angeles,Carregamento/Descarga,54157.5,Carregamento/descarga de 36105 m³ de Veículos,Veículos,36105.0,,,,,,,
1130,Carga Geral D,2023-01-16,Roterdã,Combustível,27508.63,Combustível em Roterdã,,,,,,,,,
1131,Carga Geral D,2023-01-16,Roterdã,Seguros,1900.0,Seguro diário,,,,,,,,,
1132,Carga Geral D,2023-01-16,Hamburgo,Taxas Portuárias,4721.07,Taxas portuárias em Hamburgo,,,,,,,,,
1133,Carga Geral E,2023-01-16,Xangai,Seguros,1900.0,Seguro diário,,,,,,,,,
1134,Carga Geral E,2023-01-16,Xangai,Carregamento/Descarga,10124.4,Carregamento/descarga de 8437 m³ de Contêineres,Contêineres,8437.0,,,,,,,
1135,Carga Geral E,2023-01-16,Los Angeles,Manutenção,1103.89,Manutenção e reparos,,,,,,,,,
1136,Carga Geral E,2023-01-16,Los Angeles,Carregamento/Descarga,23707.0,Carregamento/descarga de 47414 m³ de Granéis Sólidos,Granéis Sólidos,47414.0,,,,,,,
1137,Frigorífico A,2023-01-16,Singapura,Manutenção,1755.27,Manutenção e reparos,,,,,,,,,
1138,Frigorífico A,2023-01-16,Xangai,Taxas Portuárias,4607.51,Taxas portuárias em Xangai,,,,,,,,,
1139,Frigorífico A,2023-01-16,Los Angeles,Combustível,21257.84,Combustível em Los Angeles,,,,,,,,,
1140,Frigorífico A,2023-01-16,Hamburgo,Manutenção,3976.39,Manutenção e reparos,,,,,,,,,
1141,Frigorífico A,2023-01-16,Xangai,Seguros,2500.0,Seguro diário,,,,,,,,,
1142,Frigorífico B,2023-01-16,Xangai,Manutenção,1730.11,Manutenção e reparos,,,,,,,,,
1143,Frigorífico B,2023-01-16,Hamburgo,Combustível,14072.39,Combustível em Hamburgo,,,,,,,,,
1144,Frigorífico B,2023-01-16,Los Angeles,Taxas Portuárias,8375.71,Taxas portuárias em Los Angeles,,,,,,,,,
1145,Frigorífico C,2023-01-16,Singapura,Combustível,18583.57,Combustível em Singapura,,,,,,,,,
1146,Frigorífico D,2023-01-16,Los Angeles,Manutenção,5985.8,Manutenção e reparos,,,,,,,,,
1147,Frigorífico D,2023-01-16,Hamburgo,Carregamento/Descarga,9815.0,Carregamento/descarga de 9815 m³ de Peixe a -4°C,Peixe,,-4.0,9815.0,,,,,
1148,Frigorífico D,2023-01-16,Los Angeles,Carregamento/Descarga,11479.0,Carregamento/descarga de 11479 m³ de Carnes a -16°C,Carnes,,-16.0,11479.0,,,,,
1149,Frigorífico E,2023-01-16,Singapura,Manutenção,5631.52,Manutenção e reparos,,,,,,,,,
1150,Frigorífico E,2023-01-16,Xangai,Taxas Portuárias,6004.91,Taxas portuárias em Xangai,,,,,,,,,
1151,Graneleiro A,2023-01-16,Singapura,Taxas Portuárias,4454.4,Taxas portuárias em Singapura,,,,,,,,,
1152,Graneleiro A,2023-01-16,Los Angeles,Taxas Portuárias,7754.23,Taxas portuárias em Los Angeles,,,,,,,,,
1153,Graneleiro B,2023-01-16,Los Angeles,Manutenção,1607.3,Manutenção e reparos,,,,,,,,,
1154,Graneleiro B,2023-01-16,Xangai,Seguros,2000.0,Seguro diário,,,,,,,,,
1155,Graneleiro B,2023-01-16,Singapura,Manutenção,4886.24,Manutenção e reparos,,,,,,,,,
1156,Graneleiro C,2023-01-16,Xangai,Manutenção,4272.07,Manutenção e reparos,,,,,,,,,
1157,Graneleiro C,2023-01-16,Hamburgo,Combustível,18626.68,Combustível em Hamburgo,,,,,,,,,
1158,Graneleiro C,2023-01-16,Hamburgo,Manutenção,2478.39,Manutenção e reparos,,,,,,,,,
1159,Graneleiro C,2023-01-16,Hamburgo,Manutenção,2505.66,Manutenção e reparos,,,,,,,,,
1160,Graneleiro D,2023-01-16,Hamburgo,Carga e Descarga,350028.0,Carga e descarga de 19446 toneladas de Bauxita,Bauxita,,,,19446.0,,,,
1161,Graneleiro D,2023-01-16,Roterdã,Seguros,2000.0,Seguro diário,,,,,,,,,
1162,Graneleiro D,2023-01-16,Hamburgo,Seguros,2000.0,Seguro diário,,,,,,,,,
1163,Graneleiro E,2023-01-16,Roterdã,Carga e Descarga,226190.0,Carga e descarga de 22619 toneladas de Grãos,Grãos,,,,22619.0,,,,
1164,Graneleiro E,2023-01-16,Xangai,Carga e Descarga,363204.0,Carga e descarga de 20178 toneladas de Bauxita,Bauxita,,,,20178.0,,,,
1165,Graneleiro E,2023-01-16,Los Angeles,Manutenção,4781.6,Manutenção e reparos,,,,,,,,,
1166,Graneleiro E,2023-01-16,Roterdã,Seguros,2000.0,Seguro diário,,,,,,,,,
1167,Graneleiro E,2023-01-16,Roterdã,Seguros,2000.0,Seguro diário,,,,,,,,,
1168,Navio A,2023-01-16,Roterdã,Combustível,11383.97,Combustível em Roterdã,,,,,,,,,
1169,Navio A,2023-01-16,Xangai,Combustível,16660.17,Combustível em Xangai,,,,,,,,,
1170,Navio B,2023-01-16,Roterdã,Seguros,1500.0,Seguro diário,,,,,,,,,
1171,Navio B,2023-01-16,Xangai,Combustível,9642.59,Combustível em Xangai,,,,,,,,,
1172,Navio B,2023-01-16,Singapura,Taxas Portuárias,1848.61,Taxas portuárias em Singapura,,,,,,,,,
1173,Navio B,2023-01-16,Los Angeles,Taxas Portuárias,4812.85,Taxas portuárias em Los Angeles,,,,,,,,,
1174,Navio B,2023-01-16,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,,,,
1175,Navio C,2023-01-16,Singapura,Combustível,14547.59,Combustível em Singapura,,,,,,,,,
1176,Navio C,2023-01-16,Xangai,Manuseio de Contêineres,136560.0,Manuseio de 1138 contêineres (Reefer),,,,,,1138.0,Reefer,,
1177,Navio C,2023-01-16,Hamburgo,Manuseio de Contêineres,124560.0,Manuseio de 1557 contêineres (40'),,,,,,1557.0,40',,
1178,Navio C,2023-01-16,Roterdã,Seguros,1500.0,Seguro diário,,,,,,,,,
1179,Navio D,2023-01-16,Xangai,Taxas Portuárias,3413.38,Taxas portuárias em Xangai,,,,,,,,,
1180,Navio D,2023-01-16,Hamburgo,Manuseio de Contêineres,217800.0,Manuseio de 1815 contêineres (Reefer),,,,,,1815.0,Reefer,,
1181,Navio E,2023-01-16,Los Angeles,Manuseio de Contêineres,105920.0,Manuseio de 1324 contêineres (40'),,,,,,1324.0,40',,
1182,Navio E,2023-01-16,Los Angeles,Manuseio de Contêineres,53450.0,Manuseio de 1069 contêineres (20'),,,,,,1069.0,20',,
1183,Ro-Ro A,2023-01-16,Roterdã,Seguros,1800.0,Seguro diário,,,,,,,,,
1184,Ro-Ro A,2023-01-16,Los Angeles,Seguros,1800.0,Seguro diário,,,,,,,,,
1185,Ro-Ro A,2023-01-16,Hamburgo,Manutenção,3504.95,Manutenção e reparos,,,,,,,,,
1186,Ro-Ro B,2023-01-16,Singapura,Embarque e Desembarque,13440.0,Embarque e desembarque de 112 Outros,,,,,,,,112.0,Outros
1187,Ro-Ro B,2023-01-16,Xangai,Embarque e Desembarque,87240.0,Embarque e desembarque de 727 Outros,,,,,,,,727.0,Outros
1188,Ro-Ro B,2023-01-16,Roterdã,Seguros,1800.0,Seguro diário,,,,,,,,,
1189,Ro-Ro B,2023-01-16,Roterdã,Combustível,22653.35,Combustível em Roterdã,,,,,,,,,
1190,Ro-Ro B,2023-01-16,Xangai,Embarque e Desembarque,31800.0,Embarque e desembarque de 159 Caminhões,,,,,,,,159.0,Caminhões
1191,Ro-Ro C,2023-01-16,Hamburgo,Manutenção,2865.23,Manutenção e reparos,,,,,,,,,
1192,Ro-Ro C,2023-01-16,Los Angeles,Seguros,1800.0,Seguro diário,,,,,,,,,
1193,Ro-Ro C,2023-01-16,Hamburgo,Manutenção,3927.25,Manutenção e reparos,,,,,,,,,
1194,Ro-Ro C,2023-01-16,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,,,,
1195,Ro-Ro D,2023-01-16,Los Angeles,Taxas Portuárias,2051.23,Taxas portuárias em Los Angeles,,,,,,,,,
1196,Ro-Ro D,2023-01-16,Singapura,Embarque e Desembarque,23640.0,Embarque e desembarque de 197 Outros,,,,,,,,197.0,Outros
1197,Ro-Ro E,2023-01-16,Singapura,Combustível,22936.22,Combustível em Singapura,,,,,,,,,
1198,Ro-Ro E,2023-01-16,Los Angeles,Taxas Portuárias,1659.68,Taxas portuárias em Los Angeles,,,,,,,,,
1199,Ro-Ro E,2023-01-16,Xangai,Combustível,21896.93,Combustível em Xangai,,,,,,,,,
1200,Ro-Ro E,2023-01-16,Los Angeles,Seguros,1800.0,Seguro diário,,,,,,,,,
1201,Carga Geral A,2023-01-17,Singapura,Taxas Portuárias,2879.2,Taxas portuárias em Singapura,,,,,,,,,
1202,Carga Geral A,2023-01-17,Roterdã,Manutenção,3605.41,Manutenção e reparos,,,,,,,,,
1203,Carga Geral B,2023-01-17,Los Angeles,Combustível,21420.95,Combustível em Los Angeles,,,,,,,,,
1204,Carga Geral B,2023-01-17,Roterdã,Taxas Portuárias,3182.27,Taxas portuárias em Roterdã,,,,,,,,,
1205,Carga Geral B,2023-01-17,Hamburgo,Combustível,16152.79,Combustível em Hamburgo,,,,,,,,,
1206,Carga Geral B,2023-01-17,Los Angeles,Seguros,1900.0,Seguro diário,,,,,,,,,
1207,Carga Geral B,2023-01-17,Xangai,Combustível,18712.32,Combustível em Xangai,,,,,,,,,
1208,Carga Geral C,2023-01-17,Hamburgo,Seguros,1900.0,Seguro diário,,,,,,,,,
1209,Carga Geral C,2023-01-17,Los Angeles,Seguros,1900.0,Seguro diário,,,,,,,,,
1210,Carga Geral C,2023-01-17,Hamburgo,Manutenção,2856.61,Manutenção e reparos,,,,,,,,,
1211,Carga Geral C,2023-01-17,Hamburgo,Manutenção,3088.98,Manutenção e reparos,,,,,,,,,
1212,Carga Geral C,2023-01-17,Los Angeles,Taxas Portuárias,5609.66,Taxas portuárias em Los Angeles,,,,,,,,,
1213,Carga Geral D,2023-01-17,Singapura,Combustível,22604.56,Combustível em Singapura,,,,,,,,,
1214,Carga Geral D,2023-01-17,Roterdã,Taxas Portuárias,2159.37,Taxas portuárias em Roterdã,,,,,,,,,
1215,Carga Geral E,2023-01-17,Roterdã,Seguros,1900.0,Seguro diário,,,,,,,,,
1216,Carga Geral E,2023-01-17,Los Angeles,Manutenção,4252.72,Manutenção e reparos,,,,,,,,,
1217,Carga Geral E,2023-01-17,Singapura,Seguros,1900.0,Seguro diário,,,,,,,,,
1218,Carga Geral E,2023-01-17,Xangai,Combustível,22796.6,Combustível em Xangai,,,,,,,,,
1219,Carga Geral E,2023-01-17,Xangai,Taxas Portuárias,4342.1,Taxas portuárias em Xangai,,,,,,,,,
1220,Frigorífico A,2023-01-17,Xangai,Seguros,2500.0,Seguro diário,,,,,,,,,
1221,Frigorífico A,2023-01-17,Roterdã,Combustível,9287.27,Combustível em Roterdã,,,,,,,,,
1222,Frigorífico A,2023-01-17,Xangai,Carregamento/Descarga,11953.8,Carregamento/descarga de 6641 m³ de Laticínios a -10°C,Laticínios,,-10.0,6641.0,,,,,
1223,Frigorífico A,2023-01-17,Xangai,Manutenção,2476.79,Manutenção e reparos,,,,,,,,,
1224,Frigorífico A,2023-01-17,Los Angeles,Combustível,12093.15,Combustível em Los Angeles,,,,,,,,,
1225,Frigorífico B,2023-01-17,Los Angeles,Manutenção,1853.77,Manutenção e reparos,,,,,,,,,
1226,Frigorífico B,2023-01-17,Xangai,Taxas Portuárias,4474.54,Taxas portuárias em Xangai,,,,,,,,,
1227,Frigorífico B,2023-01-17,Los Angeles,Taxas Portuárias,3821.36,Taxas portuárias em Los Angeles,,,,,,,,,
1228,Frigorífico B,2023-01-17,Los Angeles,Carregamento/Descarga,16086.0,Carregamento/descarga de 16086 m³ de Peixe a -13°C,Peixe,,-13.0,16086.0,,,,,
1229,Frigorífico C,2023-01-17,Los Angeles,Combustível,22437.22,Combustível em Los Angeles,,,,,,,,,
1230,Frigorífico D,2023-01-17,Hamburgo,Taxas Portuárias,6941.49,Taxas portuárias em Hamburgo,,,,,,,,,
1231,Frigorífico D,2023-01-17,Roterdã,Seguros,2500.0,Seguro diário,,,,,,,,,
1232,Frigorífico D,2023-01-17,Singapura,Combustível,26955.74,Combustível em Singapura,,,,,,,,,
1233,Frigorífico D,2023-01-17,Singapura,Seguros,2500.0,Seguro diário,,,,,,,,,
1234,Frigorífico E,2023-01-17,Xangai,Taxas Portuárias,5480.13,Taxas portuárias em Xangai,,,,,,,,,
1235,Frigorífico E,2023-01-17,Hamburgo,Combustível,29347.67,Combustível em Hamburgo,,,,,,,,,
1236,Frigorífico E,2023-01-17,Los Angeles,Combustível,32014.06,Combustível em Los Angeles,,,,,,,,,
1237,Frigorífico E,2023-01-17,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,,,,
1238,Frigorífico E,2023-01-17,Xangai,Taxas Portuárias,2710.3,Taxas portuárias em Xangai,,,,,,,,,
1239,Graneleiro A,2023-01-17,Hamburgo,Carga e Descarga,333430.0,Carga e descarga de 33343 toneladas de Grãos,Grãos,,,,33343.0,,,,
1240,Graneleiro A,2023-01-17,Los Angeles,Taxas Portuárias,7055.21,Taxas portuárias em Los Angeles,,,,,,,,,
1241,Graneleiro A,2023-01-17,Hamburgo,Manutenção,4233.82,Manutenção e reparos,,,,,,,,,
1242,Graneleiro B,2023-01-17,Singapura,Taxas Portuárias,6932.6,Taxas portuárias em Singapura,,,,,,,,,
1243,Graneleiro B,2023-01-17,Los Angeles,Manutenção,3734.66,Manutenção e reparos,,,,,,,,,
1244,Graneleiro C,2023-01-17,Singapura,Combustível,13204.02,Combustível em Singapura,,,,,,,,,
1245,Graneleiro C,2023-01-17,Hamburgo,Manutenção,2393.36,Manutenção e reparos,,,,,,,,,
1246,Graneleiro C,2023-01-17,Roterdã,Carga e Descarga,801450.0,Carga e descarga de 53430 toneladas de Minério de Ferro,Minério de Ferro,,,,53430.0,,,,
1247,Graneleiro C,2023-01-17,Roterdã,Combustível,21241.6,Combustível em Roterdã,,,,,,,,,
1248,Graneleiro C,2023-01-17,Los Angeles,Combustível,25642.87,Combustível em Los Angeles,,,,,,,,,
1249,Graneleiro D,2023-01-17,Roterdã,Combustível,26286.14,Combustível em Roterdã,,,,,,,,,
1250,Graneleiro D,2023-01-17,Hamburgo,Combustível,20152.71,Combustível em Hamburgo,,,,,,,,,
1251,Graneleiro D,2023-01-17,Hamburgo,Manutenção,2776.42,Manutenção e reparos,,,,,,,,,
1252,Graneleiro D,2023-01-17,Singapura,Manutenção,2784.8,Manutenção e reparos,,,,,,,,,
1253,Graneleiro E,2023-01-17,Singapura,Combustível,21166.78,Combustível em Singapura,,,,,,,,,
1254,Graneleiro E,2023-01-17,Singapura,Carga e Descarga,738610.0,Carga e descarga de 73861 toneladas de Grãos,Grãos,,,,73861.0,,,,
1255,Navio A,2023-01-17,Singapura,Manuseio de Contêineres,50080.0,Manuseio de 626 contêineres (40'),,,,,,626.0,40',,
1256,Navio B,2023-01-17,Hamburgo,Manutenção,2137.99,Manutenção e reparos,,,,,,,,,
1257,Navio C,2023-01-17,Los Angeles,Manuseio de Contêineres,64320.0,Manuseio de 536 contêineres (Reefer),,,,,,536.0,Reefer,,
1258,Navio C,2023-01-17,Roterdã,Taxas Portuárias,3901.28,Taxas portuárias em Roterdã,,,,,,,,,
1259,Navio D,2023-01-17,Xangai,Combustível,17836.57,Combustível em Xangai,,,,,,,,,
1260,Navio D,2023-01-17,Roterdã,Taxas Portuárias,2667.16,Taxas portuárias em Roterdã,,,,,,,,,
1261,Navio D,2023-01-17,Roterdã,Taxas Portuárias,2249.24,Taxas portuárias em Roterdã,,,,,,,,,
1262,Navio E,2023-01-17,Hamburgo,Seguros,1500.0,Seguro diário,,,,,,,,,
1263,Navio E,2023-01-17,Xangai,Seguros,1500.0,Seguro diário,,,,,,,,,
1264,Navio E,2023-01-17,Hamburgo,Taxas Portuárias,3760.06,Taxas portuárias em Hamburgo,,,,,,,,,
1265,Navio E,2023-01-17,Los Angeles,Taxas Portuárias,1840.71,Taxas portuárias em Los Angeles,,,,,,,,,
1266,Navio E,2023-01-17,Los Angeles,Manutenção,2631.45,Manutenção e reparos,,,,,,,,,
1267,Ro-Ro A,2023-01-17,Roterdã,Taxas Portuárias,5131.72,Taxas portuárias em Roterdã,,,,,,,,,
1268,Ro-Ro A,2023-01-17,Xangai,Combustível,8267.61,Combustível em Xangai,,,,,,,,,
1269,Ro-Ro A,2023-01-17,Hamburgo,Taxas Portuárias,3199.86,Taxas portuárias em Hamburgo,,,,,,,,,
1270,Ro-Ro B,2023-01-17,Singapura,Combustível,18097.46,Combustível em Singapura,,,,,,,,,
1271,Ro-Ro C,2023-01-17,Roterdã,Manutenção,2399.77,Manutenção e reparos,,,,,,,,,
1272,Ro-Ro C,2023-01-17,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,,,,
1273,Ro-Ro D,2023-01-17,Singapura,Taxas Portuárias,5034.9,Taxas portuárias em Singapura,,,,,,,,,
1274,Ro-Ro D,2023-01-17,Hamburgo,Seguros,1800.0,Seguro diário,,,,,,,,,
1275,Ro-Ro D,2023-01-17,Hamburgo,Embarque e Desembarque,20880.0,Embarque e desembarque de 174 Outros,,,,,,,,174.0,Outros
1276,Ro-Ro D,2023-01-17,Xangai,Embarque e Desembarque,58800.0,Embarque e desembarque de 490 Outros,,,,,,,,490.0,Outros
1277,Ro-Ro D,2023-01-17,Singapura,Embarque e Desembarque,50880.0,Embarque e desembarque de 424 Outros,,,,,,,,424.0,Outros
1278,Ro-Ro E,2023-01-17,Xangai,Manutenção,1473.73,Manutenção e reparos,,,,,,,,,
1279,Carga Geral A,2023-01-18,Roterdã,Seguros,1900.0,Seguro diário,,,,,,,,,
1280,Carga Geral B,2023-01-18,Singapura,Carregamento/Descarga,42001.2,Carregamento/descarga de 35001 m³ de Contêineres,Contêineres,35001.0,,,,,,,
1281,Carga Geral C,2023-01-18,Roterdã,Taxas Portuárias,2172.24,Taxas portuárias em Roterdã,,,,,,,,,
1282,Carga Geral D,2023-01-18,Hamburgo,Carregamento/Descarga,40146.0,Carregamento/descarga de 26764 m³ de Veículos,Veículos,26764.0,,,,,,,
1283,Carga Geral D,2023-01-18,Hamburgo,Taxas Portuárias,4903.58,Taxas portuárias em Hamburgo,,,,,,,,,
1284,Carga Geral D,2023-01-18,Singapura,Seguros,1900.0,Seguro diário,,,,,,,,,
1285,Carga Geral E,2023-01-18,Roterdã,Manutenção,3097.22,Manutenção e reparos,,,,,,,,,
1286,Carga Geral E,2023-01-18,Xangai,Manutenção,4381.52,Manutenção e reparos,,,,,,,,,
1287,Carga Geral E,2023-01-18,Los Angeles,Taxas Portuárias,4674.82,Taxas portuárias em Los Angeles,,,,,,,,,
1288,Frigorífico A,2023-01-18,Xangai,Combustível,13789.14,Combustível em Xangai,,,,,,,,,
1289,Frigorífico A,2023-01-18,Singapura,Seguros,2500.0,Seguro diário,,,,,,,,,
1290,Frigorífico A,2023-01-18,Hamburgo,Seguros,2500.0,Seguro diário,,,,,,,,,
1291,Frigorífico A,2023-01-18,Roterdã,Combustível,15439.16,Combustível em Roterdã,,,,,,,,,
1292,Frigorífico B,2023-01-18,Hamburgo,Carregamento/Descarga,16677.0,Carregamento/descarga de 16677 m³ de Peixe a -15°C,Peixe,,-15.0,16677.0,,,,,
1293,Frigorífico B,2023-01-18,Singapura,Seguros,2500.0,Seguro diário,,,,,,,,,
1294,Frigorífico B,2023-01-18,Xangai,Manutenção,2184.21,Manutenção e reparos,,,,,,,,,
1295,Frigorífico C,2023-01-18,Singapura,Taxas Portuárias,6743.75,Taxas portuárias em Singapura,,,,,,,,,
1296,Frigorífico C,2023-01-18,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,,,,
1297,Frigorífico C,2023-01-18,Roterdã,Seguros,2500.0,Seguro diário,,,,,,,,,
1298,Frigorífico C,2023-01-18,Singapura,Manutenção,4349.41,Manutenção e reparos,,,,,,,,,
1299,Frigorífico D,2023-01-18,Singapura,Taxas Portuárias,3099.74,Taxas portuárias em Singapura,,,,,,,,,
1300,Frigorífico D,2023-01-18,Los Angeles,Taxas Portuárias,3217.73,Taxas portuárias em Los Angeles,,,,,,,,,
1301,Frigorífico D,2023-01-18,Singapura,Carregamento/Descarga,12291.0,Carregamento/descarga de 12291 m³ de Outros a -17°C,Outros,,-17.0,12291.0,,,,,
1302,Frigorífico D,2023-01-18,Los Angeles,Seguros,2500.0,Seguro diário,,,,,,,,,
1303,Frigorífico D,2023-01-18,Los Angeles,Manutenção,2744.42,Manutenção e reparos,,,,,,,,,
1304,Frigorífico E,2023-01-18,Hamburgo,Manutenção,5325.89,Manutenção e reparos,,,,,,,,,
1305,Frigorífico E,2023-01-18,Los Angeles,Combustível,15822.66,Combustível em Los Angeles,,,,,,,,,
1306,Frigorífico E,2023-01-18,Roterdã,Manutenção,2849.52,Manutenção e reparos,,,,,,,,,
1307,Frigorífico E,2023-01-18,Singapura,Carregamento/Descarga,5130.0,Carregamento/descarga de 5130 m³ de Frutas a -16°C,Frutas,,-16.0,5130.0,,,,,
1308,Graneleiro A,2023-01-18,Xangai,Carga e Descarga,412815.0,Carga e descarga de 27521 toneladas de Minério de Ferro,Minério de Ferro,,,,27521.0,,,,
1309,Graneleiro A,2023-01-18,Roterdã,Combustível,24667.09,Combustível em Roterdã,,,,,,,,,
1310,Graneleiro A,2023-01-18,Roterdã,Manutenção,4464.21,Manutenção e reparos,,,,,,,,,
1311,Graneleiro A,2023-01-18,Hamburgo,Taxas Portuárias,2188.47,Taxas portuárias em Hamburgo,,,,,,,,,
1312,Graneleiro A,2023-01-18,Singapura,Taxas Portuárias,6722.82,Taxas portuárias em Singapura,,,,,,,,,
1313,Graneleiro B,2023-01-18,Roterdã,Taxas Portuárias,3054.51,Taxas portuárias em Roterdã,,,,,,,,,
1314,Graneleiro B,2023-01-18,Roterdã,Carga e Descarga,841536.0,Carga e descarga de 70128 toneladas de Carvão,Carvão,,,,70128.0,,,,
1315,Graneleiro B,2023-01-18,Singapura,Carga e Descarga,700488.0,Carga e descarga de 58374 toneladas de Carvão,Carvão,,,,58374.0,,,,
1316,Graneleiro B,2023-01-18,Hamburgo,Manutenção,4219.61,Manutenção e reparos,,,,,,,,,
1317,Graneleiro B,2023-01-18,Hamburgo,Manutenção,1357.71,Manutenção e reparos,,,,,,,,,
1318,Graneleiro C,2023-01-18,Singapura,Combustível,28299.49,Combustível em Singapura,,,,,,,,,
1319,Graneleiro C,2023-01-18,Hamburgo,Seguros,2000.0,Seguro diário,,,,,,,,,
1320,Graneleiro D,2023-01-18,Roterdã,Taxas Portuárias,2973.15,Taxas portuárias em Roterdã,,,,,,,,,
1321,Graneleiro D,2023-01-18,Los Angeles,Seguros,2000.0,Seguro diário,,,,,,,,,
1322,Graneleiro D,2023-01-18,Singapura,Manutenção,3126.21,Manutenção e reparos,,,,,,,,,
1323,Graneleiro D,2023-01-18,Roterdã,Seguros,2000.0,Seguro diário,,,,,,,,,
1324,Graneleiro E,2023-01-18,Hamburgo,Manutenção,1443.81,Manutenção e reparos,,,,,,,,,
1325,Graneleiro E,2023-01-18,Hamburgo,Carga e Descarga,322074.0,Carga e descarga de 17893 toneladas de Bauxita,Bauxita,,,,17893.0,,,,
1326,Graneleiro E,2023-01-18,Hamburgo,Seguros,2000.0,Seguro diário,,,,,,,,,
1327,Graneleiro E,2023-01-18,Roterdã,Carga e Descarga,537696.0,Carga e descarga de 44808 toneladas de Carvão,Carvão,,,,44808.0,,,,
1328,Graneleiro E,2023-01-18,Xangai,Seguros,2000.0,Seguro diário,,,,,,,,,
1329,Navio A,2023-01-18,Roterdã,Seguros,1500.0,Seguro diário,,,,,,,,,
1330,Navio B,2023-01-18,Xangai,Combustível,18627.86,Combustível em Xangai,,,,,,,,,
1331,Navio B,2023-01-18,Xangai,Manutenção,1098.97,Manutenção e reparos,,,,,,,,,
1332,Navio B,2023-01-18,Xangai,Taxas Portuárias,1093.21,Taxas portuárias em Xangai,,,,,,,,,
1333,Navio B,2023-01-18,Xangai,Combustível,5855.5,Combustível em Xangai,,,,,,,,,
1334,Navio C,2023-01-18,Roterdã,Seguros,1500.0,Seguro diário,,,,,,,,,
1335,Navio D,2023-01-18,Los Angeles,Combustível,19784.27,Combustível em Los Angeles,,,,,,,,,
1336,Navio D,2023-01-18,Singapura,Manuseio de Contêineres,145200.0,Manuseio de 1210 contêineres (Reefer),,,,,,1210.0,Reefer,,
1337,Navio D,2023-01-18,Singapura,Taxas Portuárias,1633.2,Taxas portuárias em Singapura,,,,,,,,,
1338,Navio D,2023-01-18,Hamburgo,Manuseio de Contêineres,67950.0,Manuseio de 1359 contêineres (20'),,,,,,1359.0,20',,
1339,Navio E,2023-01-18,Singapura,Taxas Portuárias,1519.54,Taxas portuárias em Singapura,,,,,,,,,
1340,Navio E,2023-01-18,Los Angeles,Taxas Portuárias,4185.37,Taxas portuárias em Los Angeles,,,,,,,,,
1341,Navio E,2023-01-18,Singapura,Combustível,17921.22,Combustível em Singapura,,,,,,,,,
1342,Navio E,2023-01-18,Los Angeles,Taxas Portuárias,4464.69,Taxas portuárias em Los Angeles,,,,,,,,,
