id_log,Nome do Navio,Data,Porto,Tipo de Custo,Valor (USD),Descrição,Tipo de Carga,Volume,Temperatura,Tonelagem,Número de Contêineres,Tipo de Contêineres,Número de Veículos,Tipo de Veículos,ID do Navio
1092,Graneleiro C,2023-01-15,Roterdã,Taxas Portuárias,"6,577.32",Taxas portuárias em Roterdã,,,,,,,,,13
1093,Graneleiro C,2023-01-15,Xangai,Seguros,"2,000.00",Seguro diário,,,,,,,,,13
1094,Graneleiro C,2023-01-15,Los Angeles,Manutenção,"3,966.67",Manutenção e reparos,,,,,,,,,13
1095,Graneleiro C,2023-01-15,Singapura,Seguros,"2,000.00",Seguro diário,,,,,,,,,13
1096,Graneleiro C,2023-01-15,Roterdã,Manutenção,"3,453.20",Manutenção e reparos,,,,,,,,,13
1156,Graneleiro C,2023-01-16,Xangai,Manutenção,"4,272.07",Manutenção e reparos,,,,,,,,,13
1157,Graneleiro C,2023-01-16,Hamburgo,Combustível,"18,626.68",Combustível em Hamburgo,,,,,,,,,13
1158,Graneleiro C,2023-01-16,Hamburgo,Manutenção,"2,478.39",Manutenção e reparos,,,,,,,,,13
1159,Graneleiro C,2023-01-16,Hamburgo,Manutenção,"2,505.66",Manutenção e reparos,,,,,,,,,13
1244,Graneleiro C,2023-01-17,Singapura,Combustível,"13,204.02",Combustível em Singapura,,,,,,,,,13
1245,Graneleiro C,2023-01-17,Hamburgo,Manutenção,"2,393.36",Manutenção e reparos,,,,,,,,,13
1246,Graneleiro C,2023-01-17,Roterdã,Carga e Descarga,"801,450.00",Carga e descarga de 53430 toneladas de Minério de Ferro,Minério de Ferro,,,53430.0,,,,,13
1247,Graneleiro C,2023-01-17,Roterdã,Combustível,"21,241.60",Combustível em Roterdã,,,,,,,,,13
1248,Graneleiro C,2023-01-17,Los Angeles,Combustível,"25,642.87",Combustível em Los Angeles,,,,,,,,,13
1318,Graneleiro C,2023-01-18,Singapura,Combustível,"28,299.49",Combustível em Singapura,,,,,,,,,13
1319,Graneleiro C,2023-01-18,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,13
1402,Graneleiro C,2023-01-19,Los Angeles,Manutenção,"4,190.67",Manutenção e reparos,,,,,,,,,13
1403,Graneleiro C,2023-01-19,Roterdã,Carga e Descarga,"355,250.00",Carga e descarga de 35525 toneladas de Grãos,Grãos,,,35525.0,,,,,13
1404,Graneleiro C,2023-01-19,Roterdã,Taxas Portuárias,"5,806.44",Taxas portuárias em Roterdã,,,,,,,,,13
1484,Graneleiro C,2023-01-20,Xangai,Taxas Portuárias,"5,987.40",Taxas portuárias em Xangai,,,,,,,,,13
1485,Graneleiro C,2023-01-20,Singapura,Seguros,"2,000.00",Seguro diário,,,,,,,,,13
1486,Graneleiro C,2023-01-20,Singapura,Seguros,"2,000.00",Seguro diário,,,,,,,,,13
1487,Graneleiro C,2023-01-20,Los Angeles,Carga e Descarga,"124,330.00",Carga e descarga de 12433 toneladas de Grãos,Grãos,,,12433.0,,,,,13
1488,Graneleiro C,2023-01-20,Roterdã,Combustível,"10,940.22",Combustível em Roterdã,,,,,,,,,13
1556,Graneleiro C,2023-01-21,Roterdã,Carga e Descarga,"351,440.00",Carga e descarga de 17572 toneladas de Fertilizantes,Fertilizantes,,,17572.0,,,,,13
1557,Graneleiro C,2023-01-21,Los Angeles,Carga e Descarga,"729,840.00",Carga e descarga de 60820 toneladas de Carvão,Carvão,,,60820.0,,,,,13
1616,Graneleiro C,2023-01-22,Roterdã,Seguros,"2,000.00",Seguro diário,,,,,,,,,13
1688,Graneleiro C,2023-01-23,Xangai,Taxas Portuárias,"4,573.84",Taxas portuárias em Xangai,,,,,,,,,13
1689,Graneleiro C,2023-01-23,Los Angeles,Manutenção,"3,530.23",Manutenção e reparos,,,,,,,,,13
1690,Graneleiro C,2023-01-23,Roterdã,Seguros,"2,000.00",Seguro diário,,,,,,,,,13
1752,Graneleiro C,2023-01-24,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,13
1753,Graneleiro C,2023-01-24,Los Angeles,Taxas Portuárias,"2,813.85",Taxas portuárias em Los Angeles,,,,,,,,,13
1754,Graneleiro C,2023-01-24,Roterdã,Taxas Portuárias,"2,709.34",Taxas portuárias em Roterdã,,,,,,,,,13
1755,Graneleiro C,2023-01-24,Xangai,Combustível,"17,675.42",Combustível em Xangai,,,,,,,,,13
1825,Graneleiro C,2023-01-25,Hamburgo,Carga e Descarga,"451,548.00",Carga e descarga de 25086 toneladas de Bauxita,Bauxita,,,25086.0,,,,,13
1826,Graneleiro C,2023-01-25,Roterdã,Combustível,"29,373.94",Combustível em Roterdã,,,,,,,,,13
1827,Graneleiro C,2023-01-25,Los Angeles,Manutenção,"2,096.29",Manutenção e reparos,,,,,,,,,13
1828,Graneleiro C,2023-01-25,Hamburgo,Combustível,"23,301.58",Combustível em Hamburgo,,,,,,,,,13
1905,Graneleiro C,2023-01-26,Hamburgo,Carga e Descarga,"563,970.00",Carga e descarga de 37598 toneladas de Minério de Ferro,Minério de Ferro,,,37598.0,,,,,13
1906,Graneleiro C,2023-01-26,Roterdã,Taxas Portuárias,"4,704.73",Taxas portuárias em Roterdã,,,,,,,,,13
1907,Graneleiro C,2023-01-26,Roterdã,Manutenção,"3,581.24",Manutenção e reparos,,,,,,,,,13
1975,Graneleiro C,2023-01-27,Hamburgo,Carga e Descarga,"889,944.00",Carga e descarga de 74162 toneladas de Carvão,Carvão,,,74162.0,,,,,13
2053,Graneleiro C,2023-01-28,Xangai,Combustível,"13,718.19",Combustível em Xangai,,,,,,,,,13
2136,Graneleiro C,2023-01-29,Los Angeles,Seguros,"2,000.00",Seguro diário,,,,,,,,,13
2209,Graneleiro C,2023-01-30,Singapura,Taxas Portuárias,"3,520.28",Taxas portuárias em Singapura,,,,,,,,,13
2210,Graneleiro C,2023-01-30,Los Angeles,Taxas Portuárias,"6,469.20",Taxas portuárias em Los Angeles,,,,,,,,,13
2211,Graneleiro C,2023-01-30,Roterdã,Manutenção,"3,371.70",Manutenção e reparos,,,,,,,,,13
2212,Graneleiro C,2023-01-30,Singapura,Carga e Descarga,"618,588.00",Carga e descarga de 51549 toneladas de Carvão,Carvão,,,51549.0,,,,,13
2213,Graneleiro C,2023-01-30,Xangai,Combustível,"17,476.37",Combustível em Xangai,,,,,,,,,13
38,Graneleiro D,2023-01-01,Hamburgo,Carga e Descarga,"761,748.00",Carga e descarga de 63479 toneladas de Carvão,Carvão,,,63479.0,,,,,14
39,Graneleiro D,2023-01-01,Xangai,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
111,Graneleiro D,2023-01-02,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
112,Graneleiro D,2023-01-02,Roterdã,Manutenção,"3,557.40",Manutenção e reparos,,,,,,,,,14
113,Graneleiro D,2023-01-02,Los Angeles,Manutenção,"2,648.25",Manutenção e reparos,,,,,,,,,14
114,Graneleiro D,2023-01-02,Xangai,Taxas Portuárias,"6,031.33",Taxas portuárias em Xangai,,,,,,,,,14
115,Graneleiro D,2023-01-02,Roterdã,Manutenção,"4,139.24",Manutenção e reparos,,,,,,,,,14
191,Graneleiro D,2023-01-03,Xangai,Carga e Descarga,"744,090.00",Carga e descarga de 74409 toneladas de Grãos,Grãos,,,74409.0,,,,,14
274,Graneleiro D,2023-01-04,Roterdã,Manutenção,"4,376.61",Manutenção e reparos,,,,,,,,,14
356,Graneleiro D,2023-01-05,Roterdã,Taxas Portuárias,"5,230.43",Taxas portuárias em Roterdã,,,,,,,,,14
357,Graneleiro D,2023-01-05,Roterdã,Taxas Portuárias,"4,375.14",Taxas portuárias em Roterdã,,,,,,,,,14
358,Graneleiro D,2023-01-05,Roterdã,Combustível,"16,211.38",Combustível em Roterdã,,,,,,,,,14
436,Graneleiro D,2023-01-06,Los Angeles,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
505,Graneleiro D,2023-01-07,Los Angeles,Combustível,"20,886.97",Combustível em Los Angeles,,,,,,,,,14
568,Graneleiro D,2023-01-08,Los Angeles,Manutenção,"4,908.02",Manutenção e reparos,,,,,,,,,14
569,Graneleiro D,2023-01-08,Xangai,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
570,Graneleiro D,2023-01-08,Hamburgo,Taxas Portuárias,"7,047.13",Taxas portuárias em Hamburgo,,,,,,,,,14
571,Graneleiro D,2023-01-08,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
653,Graneleiro D,2023-01-09,Hamburgo,Taxas Portuárias,"5,985.17",Taxas portuárias em Hamburgo,,,,,,,,,14
654,Graneleiro D,2023-01-09,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
655,Graneleiro D,2023-01-09,Los Angeles,Taxas Portuárias,"7,914.53",Taxas portuárias em Los Angeles,,,,,,,,,14
656,Graneleiro D,2023-01-09,Xangai,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
725,Graneleiro D,2023-01-10,Los Angeles,Taxas Portuárias,"7,348.72",Taxas portuárias em Los Angeles,,,,,,,,,14
726,Graneleiro D,2023-01-10,Singapura,Manutenção,"2,383.92",Manutenção e reparos,,,,,,,,,14
727,Graneleiro D,2023-01-10,Roterdã,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
728,Graneleiro D,2023-01-10,Los Angeles,Taxas Portuárias,"7,561.43",Taxas portuárias em Los Angeles,,,,,,,,,14
729,Graneleiro D,2023-01-10,Xangai,Combustível,"26,969.24",Combustível em Xangai,,,,,,,,,14
806,Graneleiro D,2023-01-11,Hamburgo,Manutenção,"3,634.02",Manutenção e reparos,,,,,,,,,14
807,Graneleiro D,2023-01-11,Roterdã,Taxas Portuárias,"6,926.19",Taxas portuárias em Roterdã,,,,,,,,,14
866,Graneleiro D,2023-01-12,Singapura,Manutenção,"2,876.33",Manutenção e reparos,,,,,,,,,14
867,Graneleiro D,2023-01-12,Los Angeles,Taxas Portuárias,"7,678.86",Taxas portuárias em Los Angeles,,,,,,,,,14
868,Graneleiro D,2023-01-12,Singapura,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
940,Graneleiro D,2023-01-13,Xangai,Taxas Portuárias,"4,055.91",Taxas portuárias em Xangai,,,,,,,,,14
1020,Graneleiro D,2023-01-14,Singapura,Carga e Descarga,"647,450.00",Carga e descarga de 64745 toneladas de Grãos,Grãos,,,64745.0,,,,,14
1021,Graneleiro D,2023-01-14,Roterdã,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
1022,Graneleiro D,2023-01-14,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
1023,Graneleiro D,2023-01-14,Roterdã,Taxas Portuárias,"2,243.82",Taxas portuárias em Roterdã,,,,,,,,,14
1024,Graneleiro D,2023-01-14,Hamburgo,Carga e Descarga,"796,920.00",Carga e descarga de 39846 toneladas de Fertilizantes,Fertilizantes,,,39846.0,,,,,14
1097,Graneleiro D,2023-01-15,Roterdã,Carga e Descarga,"558,915.00",Carga e descarga de 37261 toneladas de Minério de Ferro,Minério de Ferro,,,37261.0,,,,,14
1098,Graneleiro D,2023-01-15,Xangai,Taxas Portuárias,"6,296.49",Taxas portuárias em Xangai,,,,,,,,,14
1099,Graneleiro D,2023-01-15,Singapura,Taxas Portuárias,"7,452.27",Taxas portuárias em Singapura,,,,,,,,,14
1160,Graneleiro D,2023-01-16,Hamburgo,Carga e Descarga,"350,028.00",Carga e descarga de 19446 toneladas de Bauxita,Bauxita,,,19446.0,,,,,14
1161,Graneleiro D,2023-01-16,Roterdã,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
1162,Graneleiro D,2023-01-16,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
1249,Graneleiro D,2023-01-17,Roterdã,Combustível,"26,286.14",Combustível em Roterdã,,,,,,,,,14
1250,Graneleiro D,2023-01-17,Hamburgo,Combustível,"20,152.71",Combustível em Hamburgo,,,,,,,,,14
1251,Graneleiro D,2023-01-17,Hamburgo,Manutenção,"2,776.42",Manutenção e reparos,,,,,,,,,14
1252,Graneleiro D,2023-01-17,Singapura,Manutenção,"2,784.80",Manutenção e reparos,,,,,,,,,14
1320,Graneleiro D,2023-01-18,Roterdã,Taxas Portuárias,"2,973.15",Taxas portuárias em Roterdã,,,,,,,,,14
1321,Graneleiro D,2023-01-18,Los Angeles,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
1322,Graneleiro D,2023-01-18,Singapura,Manutenção,"3,126.21",Manutenção e reparos,,,,,,,,,14
1323,Graneleiro D,2023-01-18,Roterdã,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
1405,Graneleiro D,2023-01-19,Los Angeles,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
1406,Graneleiro D,2023-01-19,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
1407,Graneleiro D,2023-01-19,Roterdã,Carga e Descarga,"1,359,612.00",Carga e descarga de 75534 toneladas de Bauxita,Bauxita,,,75534.0,,,,,14
1408,Graneleiro D,2023-01-19,Xangai,Combustível,"9,957.87",Combustível em Xangai,,,,,,,,,14
1409,Graneleiro D,2023-01-19,Hamburgo,Combustível,"19,008.20",Combustível em Hamburgo,,,,,,,,,14
1489,Graneleiro D,2023-01-20,Xangai,Carga e Descarga,"476,652.00",Carga e descarga de 39721 toneladas de Carvão,Carvão,,,39721.0,,,,,14
1490,Graneleiro D,2023-01-20,Hamburgo,Taxas Portuárias,"3,342.21",Taxas portuárias em Hamburgo,,,,,,,,,14
1491,Graneleiro D,2023-01-20,Hamburgo,Taxas Portuárias,"3,885.73",Taxas portuárias em Hamburgo,,,,,,,,,14
1558,Graneleiro D,2023-01-21,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
1617,Graneleiro D,2023-01-22,Xangai,Manutenção,"4,031.15",Manutenção e reparos,,,,,,,,,14
1618,Graneleiro D,2023-01-22,Xangai,Manutenção,"1,350.55",Manutenção e reparos,,,,,,,,,14
1691,Graneleiro D,2023-01-23,Roterdã,Carga e Descarga,"688,956.00",Carga e descarga de 57413 toneladas de Carvão,Carvão,,,57413.0,,,,,14
1692,Graneleiro D,2023-01-23,Xangai,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
1756,Graneleiro D,2023-01-24,Xangai,Carga e Descarga,"502,992.00",Carga e descarga de 41916 toneladas de Carvão,Carvão,,,41916.0,,,,,14
1757,Graneleiro D,2023-01-24,Los Angeles,Taxas Portuárias,"7,011.96",Taxas portuárias em Los Angeles,,,,,,,,,14
1758,Graneleiro D,2023-01-24,Xangai,Taxas Portuárias,"2,895.28",Taxas portuárias em Xangai,,,,,,,,,14
1759,Graneleiro D,2023-01-24,Roterdã,Taxas Portuárias,"5,455.65",Taxas portuárias em Roterdã,,,,,,,,,14
1760,Graneleiro D,2023-01-24,Roterdã,Combustível,"11,542.80",Combustível em Roterdã,,,,,,,,,14
1829,Graneleiro D,2023-01-25,Hamburgo,Carga e Descarga,"670,620.00",Carga e descarga de 33531 toneladas de Fertilizantes,Fertilizantes,,,33531.0,,,,,14
1830,Graneleiro D,2023-01-25,Xangai,Manutenção,"1,126.82",Manutenção e reparos,,,,,,,,,14
1831,Graneleiro D,2023-01-25,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
1832,Graneleiro D,2023-01-25,Hamburgo,Carga e Descarga,"204,420.00",Carga e descarga de 20442 toneladas de Grãos,Grãos,,,20442.0,,,,,14
1908,Graneleiro D,2023-01-26,Singapura,Taxas Portuárias,"5,268.62",Taxas portuárias em Singapura,,,,,,,,,14
1976,Graneleiro D,2023-01-27,Roterdã,Taxas Portuárias,"2,326.71",Taxas portuárias em Roterdã,,,,,,,,,14
1977,Graneleiro D,2023-01-27,Los Angeles,Combustível,"17,745.03",Combustível em Los Angeles,,,,,,,,,14
2054,Graneleiro D,2023-01-28,Los Angeles,Combustível,"17,016.11",Combustível em Los Angeles,,,,,,,,,14
2055,Graneleiro D,2023-01-28,Hamburgo,Combustível,"13,966.45",Combustível em Hamburgo,,,,,,,,,14
2056,Graneleiro D,2023-01-28,Singapura,Taxas Portuárias,"4,539.40",Taxas portuárias em Singapura,,,,,,,,,14
2057,Graneleiro D,2023-01-28,Xangai,Carga e Descarga,"663,370.00",Carga e descarga de 66337 toneladas de Grãos,Grãos,,,66337.0,,,,,14
2137,Graneleiro D,2023-01-29,Singapura,Seguros,"2,000.00",Seguro diário,,,,,,,,,14
2138,Graneleiro D,2023-01-29,Xangai,Combustível,"21,110.71",Combustível em Xangai,,,,,,,,,14
2139,Graneleiro D,2023-01-29,Xangai,Carga e Descarga,"778,176.00",Carga e descarga de 43232 toneladas de Bauxita,Bauxita,,,43232.0,,,,,14
2140,Graneleiro D,2023-01-29,Xangai,Manutenção,"3,355.72",Manutenção e reparos,,,,,,,,,14
2214,Graneleiro D,2023-01-30,Roterdã,Combustível,"16,870.63",Combustível em Roterdã,,,,,,,,,14
2215,Graneleiro D,2023-01-30,Los Angeles,Combustível,"19,273.08",Combustível em Los Angeles,,,,,,,,,14
2216,Graneleiro D,2023-01-30,Singapura,Carga e Descarga,"1,209,420.00",Carga e descarga de 60471 toneladas de Fertilizantes,Fertilizantes,,,60471.0,,,,,14
2217,Graneleiro D,2023-01-30,Roterdã,Carga e Descarga,"233,976.00",Carga e descarga de 19498 toneladas de Carvão,Carvão,,,19498.0,,,,,14
40,Graneleiro E,2023-01-01,Xangai,Manutenção,"2,681.94",Manutenção e reparos,,,,,,,,,15
41,Graneleiro E,2023-01-01,Roterdã,Combustível,"28,645.45",Combustível em Roterdã,,,,,,,,,15
42,Graneleiro E,2023-01-01,Roterdã,Carga e Descarga,"742,284.00",Carga e descarga de 61857 toneladas de Carvão,Carvão,,,61857.0,,,,,15
43,Graneleiro E,2023-01-01,Singapura,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
44,Graneleiro E,2023-01-01,Roterdã,Manutenção,"4,622.19",Manutenção e reparos,,,,,,,,,15
116,Graneleiro E,2023-01-02,Hamburgo,Combustível,"29,770.05",Combustível em Hamburgo,,,,,,,,,15
117,Graneleiro E,2023-01-02,Roterdã,Manutenção,"3,135.72",Manutenção e reparos,,,,,,,,,15
118,Graneleiro E,2023-01-02,Singapura,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
119,Graneleiro E,2023-01-02,Singapura,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
120,Graneleiro E,2023-01-02,Los Angeles,Carga e Descarga,"598,920.00",Carga e descarga de 59892 toneladas de Grãos,Grãos,,,59892.0,,,,,15
192,Graneleiro E,2023-01-03,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
193,Graneleiro E,2023-01-03,Los Angeles,Manutenção,"3,563.86",Manutenção e reparos,,,,,,,,,15
194,Graneleiro E,2023-01-03,Singapura,Taxas Portuárias,"3,044.25",Taxas portuárias em Singapura,,,,,,,,,15
195,Graneleiro E,2023-01-03,Xangai,Taxas Portuárias,"7,029.21",Taxas portuárias em Xangai,,,,,,,,,15
196,Graneleiro E,2023-01-03,Los Angeles,Carga e Descarga,"378,774.00",Carga e descarga de 21043 toneladas de Bauxita,Bauxita,,,21043.0,,,,,15
275,Graneleiro E,2023-01-04,Singapura,Manutenção,"1,572.77",Manutenção e reparos,,,,,,,,,15
276,Graneleiro E,2023-01-04,Singapura,Combustível,"18,710.57",Combustível em Singapura,,,,,,,,,15
277,Graneleiro E,2023-01-04,Singapura,Carga e Descarga,"774,850.00",Carga e descarga de 77485 toneladas de Grãos,Grãos,,,77485.0,,,,,15
359,Graneleiro E,2023-01-05,Roterdã,Carga e Descarga,"1,295,320.00",Carga e descarga de 64766 toneladas de Fertilizantes,Fertilizantes,,,64766.0,,,,,15
360,Graneleiro E,2023-01-05,Singapura,Taxas Portuárias,"5,141.29",Taxas portuárias em Singapura,,,,,,,,,15
361,Graneleiro E,2023-01-05,Hamburgo,Carga e Descarga,"460,815.00",Carga e descarga de 30721 toneladas de Minério de Ferro,Minério de Ferro,,,30721.0,,,,,15
362,Graneleiro E,2023-01-05,Los Angeles,Taxas Portuárias,"4,754.17",Taxas portuárias em Los Angeles,,,,,,,,,15
437,Graneleiro E,2023-01-06,Xangai,Combustível,"22,964.94",Combustível em Xangai,,,,,,,,,15
438,Graneleiro E,2023-01-06,Hamburgo,Combustível,"11,754.34",Combustível em Hamburgo,,,,,,,,,15
439,Graneleiro E,2023-01-06,Roterdã,Manutenção,"3,659.43",Manutenção e reparos,,,,,,,,,15
440,Graneleiro E,2023-01-06,Roterdã,Taxas Portuárias,"3,681.05",Taxas portuárias em Roterdã,,,,,,,,,15
441,Graneleiro E,2023-01-06,Hamburgo,Taxas Portuárias,"4,324.97",Taxas portuárias em Hamburgo,,,,,,,,,15
506,Graneleiro E,2023-01-07,Hamburgo,Manutenção,"4,865.88",Manutenção e reparos,,,,,,,,,15
507,Graneleiro E,2023-01-07,Singapura,Manutenção,"2,400.06",Manutenção e reparos,,,,,,,,,15
508,Graneleiro E,2023-01-07,Singapura,Carga e Descarga,"293,360.00",Carga e descarga de 14668 toneladas de Fertilizantes,Fertilizantes,,,14668.0,,,,,15
509,Graneleiro E,2023-01-07,Hamburgo,Manutenção,"1,113.02",Manutenção e reparos,,,,,,,,,15
510,Graneleiro E,2023-01-07,Xangai,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
572,Graneleiro E,2023-01-08,Los Angeles,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
573,Graneleiro E,2023-01-08,Los Angeles,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
574,Graneleiro E,2023-01-08,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
575,Graneleiro E,2023-01-08,Hamburgo,Combustível,"26,238.12",Combustível em Hamburgo,,,,,,,,,15
576,Graneleiro E,2023-01-08,Xangai,Manutenção,"2,244.63",Manutenção e reparos,,,,,,,,,15
657,Graneleiro E,2023-01-09,Hamburgo,Taxas Portuárias,"2,166.47",Taxas portuárias em Hamburgo,,,,,,,,,15
658,Graneleiro E,2023-01-09,Hamburgo,Carga e Descarga,"1,382,184.00",Carga e descarga de 76788 toneladas de Bauxita,Bauxita,,,76788.0,,,,,15
659,Graneleiro E,2023-01-09,Xangai,Carga e Descarga,"172,110.00",Carga e descarga de 11474 toneladas de Minério de Ferro,Minério de Ferro,,,11474.0,,,,,15
730,Graneleiro E,2023-01-10,Los Angeles,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
731,Graneleiro E,2023-01-10,Roterdã,Combustível,"20,649.54",Combustível em Roterdã,,,,,,,,,15
732,Graneleiro E,2023-01-10,Singapura,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
808,Graneleiro E,2023-01-11,Los Angeles,Manutenção,"3,742.53",Manutenção e reparos,,,,,,,,,15
809,Graneleiro E,2023-01-11,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
869,Graneleiro E,2023-01-12,Los Angeles,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
870,Graneleiro E,2023-01-12,Roterdã,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
941,Graneleiro E,2023-01-13,Xangai,Taxas Portuárias,"5,741.85",Taxas portuárias em Xangai,,,,,,,,,15
1025,Graneleiro E,2023-01-14,Los Angeles,Taxas Portuárias,"5,977.06",Taxas portuárias em Los Angeles,,,,,,,,,15
1026,Graneleiro E,2023-01-14,Hamburgo,Combustível,"24,601.44",Combustível em Hamburgo,,,,,,,,,15
1027,Graneleiro E,2023-01-14,Roterdã,Manutenção,"3,286.67",Manutenção e reparos,,,,,,,,,15
1028,Graneleiro E,2023-01-14,Singapura,Carga e Descarga,"844,272.00",Carga e descarga de 46904 toneladas de Bauxita,Bauxita,,,46904.0,,,,,15
1100,Graneleiro E,2023-01-15,Los Angeles,Carga e Descarga,"694,896.00",Carga e descarga de 57908 toneladas de Carvão,Carvão,,,57908.0,,,,,15
1101,Graneleiro E,2023-01-15,Los Angeles,Taxas Portuárias,"3,039.38",Taxas portuárias em Los Angeles,,,,,,,,,15
1163,Graneleiro E,2023-01-16,Roterdã,Carga e Descarga,"226,190.00",Carga e descarga de 22619 toneladas de Grãos,Grãos,,,22619.0,,,,,15
1164,Graneleiro E,2023-01-16,Xangai,Carga e Descarga,"363,204.00",Carga e descarga de 20178 toneladas de Bauxita,Bauxita,,,20178.0,,,,,15
1165,Graneleiro E,2023-01-16,Los Angeles,Manutenção,"4,781.60",Manutenção e reparos,,,,,,,,,15
1166,Graneleiro E,2023-01-16,Roterdã,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
1167,Graneleiro E,2023-01-16,Roterdã,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
1253,Graneleiro E,2023-01-17,Singapura,Combustível,"21,166.78",Combustível em Singapura,,,,,,,,,15
1254,Graneleiro E,2023-01-17,Singapura,Carga e Descarga,"738,610.00",Carga e descarga de 73861 toneladas de Grãos,Grãos,,,73861.0,,,,,15
1324,Graneleiro E,2023-01-18,Hamburgo,Manutenção,"1,443.81",Manutenção e reparos,,,,,,,,,15
1325,Graneleiro E,2023-01-18,Hamburgo,Carga e Descarga,"322,074.00",Carga e descarga de 17893 toneladas de Bauxita,Bauxita,,,17893.0,,,,,15
1326,Graneleiro E,2023-01-18,Hamburgo,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
1327,Graneleiro E,2023-01-18,Roterdã,Carga e Descarga,"537,696.00",Carga e descarga de 44808 toneladas de Carvão,Carvão,,,44808.0,,,,,15
1328,Graneleiro E,2023-01-18,Xangai,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
1410,Graneleiro E,2023-01-19,Los Angeles,Combustível,"27,097.26",Combustível em Los Angeles,,,,,,,,,15
1411,Graneleiro E,2023-01-19,Xangai,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
1492,Graneleiro E,2023-01-20,Roterdã,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
1493,Graneleiro E,2023-01-20,Hamburgo,Manutenção,"3,603.43",Manutenção e reparos,,,,,,,,,15
1494,Graneleiro E,2023-01-20,Los Angeles,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
1559,Graneleiro E,2023-01-21,Los Angeles,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
1560,Graneleiro E,2023-01-21,Hamburgo,Manutenção,"1,706.33",Manutenção e reparos,,,,,,,,,15
1561,Graneleiro E,2023-01-21,Singapura,Taxas Portuárias,"7,542.15",Taxas portuárias em Singapura,,,,,,,,,15
1562,Graneleiro E,2023-01-21,Xangai,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
1619,Graneleiro E,2023-01-22,Roterdã,Combustível,"23,451.22",Combustível em Roterdã,,,,,,,,,15
1620,Graneleiro E,2023-01-22,Singapura,Taxas Portuárias,"2,733.93",Taxas portuárias em Singapura,,,,,,,,,15
1621,Graneleiro E,2023-01-22,Xangai,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
1622,Graneleiro E,2023-01-22,Xangai,Taxas Portuárias,"3,255.68",Taxas portuárias em Xangai,,,,,,,,,15
1693,Graneleiro E,2023-01-23,Hamburgo,Combustível,"12,765.03",Combustível em Hamburgo,,,,,,,,,15
1761,Graneleiro E,2023-01-24,Roterdã,Carga e Descarga,"741,504.00",Carga e descarga de 61792 toneladas de Carvão,Carvão,,,61792.0,,,,,15
1762,Graneleiro E,2023-01-24,Roterdã,Seguros,"2,000.00",Seguro diário,,,,,,,,,15
1763,Graneleiro E,2023-01-24,Xangai,Taxas Portuárias,"7,629.61",Taxas portuárias em Xangai,,,,,,,,,15
1764,Graneleiro E,2023-01-24,Singapura,Manutenção,"2,785.85",Manutenção e reparos,,,,,,,,,15
